web_1    | 2022-02-28T01:59:58.314932970Z [info] Sent 204 in 3ms
web_1    | 2022-02-28T02:00:40.397799151Z 
web_1    | 2022-02-28T02:00:40.397802954Z <<< RESPONSE <<<
web_1    | 2022-02-28T02:00:40.397807055Z connection: keep-alive
web_1    | 2022-02-28T02:00:40.397811138Z date: Mon, 28 Feb 2022 02:00:39 GMT
web_1    | 2022-02-28T02:00:40.397815104Z server: nginx/1.18.0
web_1    | 2022-02-28T02:00:40.397818943Z content-length: 669
web_1    | 2022-02-28T02:00:40.397822831Z content-type: application/json
web_1    | 2022-02-28T02:00:40.397826692Z strict-transport-security: max-age=31536000; includeSubDomains; preload
web_1    | 2022-02-28T02:00:40.397830647Z access-control-allow-origin: *
web_1    | 2022-02-28T02:00:40.397834465Z access-control-allow-methods: GET, POST, OPTIONS
web_1    | 2022-02-28T02:00:40.397838506Z access-control-expose-headers: Content-Length,Content-Type,Date,Server,Connection
web_1    | 2022-02-28T02:00:40.397848220Z 
web_1    | 2022-02-28T02:00:40.397852708Z {"ok":true,"result":{"message_id":154195,"from":{"id":1993314727,"is_bot":true,"first_name":"My Scrobbles bot","username":"MyScrobblesbot"},"chat":{"id":-1001250634469,"title":"P\u0280\u1d07\u1d0d\u026a\u1d1c\u1d0d P\u1d00ss \u00a1! - Chat","type":"supergroup"},"date":1646013639,"text":"breno is listening for the 1st time to:\n\n\ud83c\udfb6 Somebody\n\ud83d\udcbf Justice\n\ud83d\udc65 Justin Bieber","entities":[{"offset":0,"length":5,"type":"bold"},{"offset":27,"length":3,"type":"bold"},{"offset":41,"length":2,"type":"text_link","url":"https://lastfm.freetls.fastly.net/i/u/300x300/7a3d813e3e2ac451f52d45297c8c5017.jpg"},{"offset":44,"length":8,"type":"bold"}]}}
web_1    | 2022-02-28T02:00:42.408511197Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.605398276Z 
web_1    | 2022-02-28T02:00:42.618205307Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618215873Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618220377Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.618224534Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.618228605Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.618233170Z 
web_1    | 2022-02-28T02:00:42.618237087Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.618241122Z 
web_1    | 2022-02-28T02:00:42.618244817Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.618249134Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.618253252Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.618257138Z 
web_1    | 2022-02-28T02:00:42.618268162Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.618272350Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.618276394Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.618280279Z 
web_1    | 2022-02-28T02:00:42.618283969Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.618287906Z 
web_1    | 2022-02-28T02:00:42.618291763Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.618295916Z 
web_1    | 2022-02-28T02:00:42.618299753Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618304126Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618308407Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.618312607Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.618316875Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.618320839Z 
web_1    | 2022-02-28T02:00:42.618324530Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.618328480Z 
web_1    | 2022-02-28T02:00:42.618332166Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.618336301Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.618340274Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.618344134Z 
web_1    | 2022-02-28T02:00:42.618347816Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.618351666Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.618355687Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.618380809Z 
web_1    | 2022-02-28T02:00:42.618384338Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.618387745Z 
web_1    | 2022-02-28T02:00:42.618391037Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.618394593Z 
web_1    | 2022-02-28T02:00:42.618397854Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618401226Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618404743Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.618408186Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.618411694Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.618415070Z 
web_1    | 2022-02-28T02:00:42.618418333Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.618421808Z 
web_1    | 2022-02-28T02:00:42.618425055Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.618436221Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.618439809Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.618443251Z 
web_1    | 2022-02-28T02:00:42.618446508Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.618449929Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.618453437Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.618456897Z 
web_1    | 2022-02-28T02:00:42.618460153Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.618463544Z 
web_1    | 2022-02-28T02:00:42.618466818Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.618470386Z 
web_1    | 2022-02-28T02:00:42.618473660Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618477018Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618480503Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.618483924Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.618487350Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.618490736Z 
web_1    | 2022-02-28T02:00:42.618494560Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.618498166Z 
web_1    | 2022-02-28T02:00:42.618501646Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.618505169Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.618508649Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.618512223Z 
web_1    | 2022-02-28T02:00:42.618515552Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.618524028Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.618527713Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.618531161Z 
web_1    | 2022-02-28T02:00:42.618534410Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.618537927Z 
web_1    | 2022-02-28T02:00:42.618541222Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.618544796Z 
web_1    | 2022-02-28T02:00:42.618548062Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618551431Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618554921Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.618558330Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.618561769Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.618565116Z 
web_1    | 2022-02-28T02:00:42.618568360Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.618571798Z 
web_1    | 2022-02-28T02:00:42.618575045Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.618578532Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.618581986Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.618585394Z 
web_1    | 2022-02-28T02:00:42.618588645Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.618592053Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.618595525Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.618598941Z 
web_1    | 2022-02-28T02:00:42.618602174Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.618617257Z 
web_1    | 2022-02-28T02:00:42.618620568Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.618624145Z 
web_1    | 2022-02-28T02:00:42.618627426Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618631465Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618635016Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.618638428Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.618641849Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.618645216Z 
web_1    | 2022-02-28T02:00:42.618648445Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.618651887Z 
web_1    | 2022-02-28T02:00:42.618655114Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.618658601Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.618666426Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.618670029Z 
web_1    | 2022-02-28T02:00:42.618673266Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.618676683Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.618680175Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.618683586Z 
web_1    | 2022-02-28T02:00:42.618686827Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.618690192Z 
web_1    | 2022-02-28T02:00:42.618693461Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.618697011Z 
web_1    | 2022-02-28T02:00:42.618700275Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618703621Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618707071Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.618710485Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.618713911Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.618717338Z 
web_1    | 2022-02-28T02:00:42.618726267Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.618729779Z 
web_1    | 2022-02-28T02:00:42.618733139Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.618736619Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.618740347Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.618743789Z 
web_1    | 2022-02-28T02:00:42.618747026Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.618750452Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.618754065Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.618757650Z 
web_1    | 2022-02-28T02:00:42.618760909Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.618764294Z 
web_1    | 2022-02-28T02:00:42.618767568Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.618771124Z 
web_1    | 2022-02-28T02:00:42.618774391Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618777817Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618781427Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.618784852Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.618788256Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.618791639Z 
web_1    | 2022-02-28T02:00:42.618794873Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.618802960Z 
web_1    | 2022-02-28T02:00:42.618806298Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.618809769Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.618813245Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.618816737Z 
web_1    | 2022-02-28T02:00:42.618820023Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.618824595Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.618828144Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.618831564Z 
web_1    | 2022-02-28T02:00:42.618834799Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.618838153Z 
web_1    | 2022-02-28T02:00:42.618841412Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.618844958Z 
web_1    | 2022-02-28T02:00:42.618848215Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618851541Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618854977Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.618858411Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.618861804Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.618865167Z 
web_1    | 2022-02-28T02:00:42.618868397Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.618871821Z 
web_1    | 2022-02-28T02:00:42.618875056Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.618878514Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.618881952Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.618885348Z 
web_1    | 2022-02-28T02:00:42.618888595Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.618892024Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.618895480Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.618898886Z 
web_1    | 2022-02-28T02:00:42.618902106Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.618905448Z 
web_1    | 2022-02-28T02:00:42.618908761Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.618912787Z 
web_1    | 2022-02-28T02:00:42.618916176Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618919658Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618923251Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.618926662Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.618934206Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.618937660Z 
web_1    | 2022-02-28T02:00:42.618941038Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.618944470Z 
web_1    | 2022-02-28T02:00:42.618947710Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.618951173Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.618954630Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.618958049Z 
web_1    | 2022-02-28T02:00:42.618961272Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.618964665Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.618968114Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.618976061Z 
web_1    | 2022-02-28T02:00:42.618979395Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.618982772Z 
web_1    | 2022-02-28T02:00:42.618986035Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.618989563Z 
web_1    | 2022-02-28T02:00:42.618992823Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.618996301Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.618999761Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.619003403Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.619007390Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.619010984Z 
web_1    | 2022-02-28T02:00:42.619014376Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.619017795Z 
web_1    | 2022-02-28T02:00:42.619021161Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.619024624Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.619028066Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.619031473Z 
web_1    | 2022-02-28T02:00:42.619034707Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.619038103Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.619041672Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.619045054Z 
web_1    | 2022-02-28T02:00:42.619048274Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.619051618Z 
web_1    | 2022-02-28T02:00:42.619054874Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.619058400Z 
web_1    | 2022-02-28T02:00:42.619061711Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.619065033Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.619072558Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.619076057Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.619079517Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.619082868Z 
web_1    | 2022-02-28T02:00:42.619086095Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.619089528Z 
web_1    | 2022-02-28T02:00:42.619092748Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.619096187Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.619099643Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.619104655Z 
web_1    | 2022-02-28T02:00:42.619107908Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.619111307Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.619114770Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.619118313Z 
web_1    | 2022-02-28T02:00:42.619121540Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.619124916Z 
web_1    | 2022-02-28T02:00:42.619128187Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.619131853Z 
web_1    | 2022-02-28T02:00:42.619135127Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.619138472Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.619141956Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.619145493Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.619148907Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.619152244Z 
web_1    | 2022-02-28T02:00:42.619155475Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.619159039Z 
web_1    | 2022-02-28T02:00:42.619162260Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.619165717Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.619169158Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.619172555Z 
web_1    | 2022-02-28T02:00:42.619175793Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.619179177Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.619182643Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.619186030Z 
web_1    | 2022-02-28T02:00:42.619189268Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.619192668Z 
web_1    | 2022-02-28T02:00:42.619196472Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.619204348Z 
web_1    | 2022-02-28T02:00:42.619207754Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.619211206Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.619214803Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.619218196Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.619221632Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.619224968Z 
web_1    | 2022-02-28T02:00:42.619228193Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.619231605Z 
web_1    | 2022-02-28T02:00:42.619234829Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.619238269Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.619241710Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.619245112Z 
web_1    | 2022-02-28T02:00:42.619248337Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.619251715Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.619255189Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.619259979Z 
web_1    | 2022-02-28T02:00:42.619264508Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.619268451Z 
web_1    | 2022-02-28T02:00:42.619271716Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.619275311Z 
web_1    | 2022-02-28T02:00:42.619278559Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.619281874Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.619285350Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.619288735Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.619292108Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.619295431Z 
web_1    | 2022-02-28T02:00:42.619298719Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.619302109Z 
web_1    | 2022-02-28T02:00:42.619305409Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.619308828Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.619312253Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.619315630Z 
web_1    | 2022-02-28T02:00:42.619318859Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.619322225Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.619325660Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.619329044Z 
web_1    | 2022-02-28T02:00:42.619336644Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.619340118Z 
web_1    | 2022-02-28T02:00:42.619343433Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.619346951Z 
web_1    | 2022-02-28T02:00:42.619350206Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.619353479Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.619356900Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.619360335Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.619363731Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.619367064Z 
web_1    | 2022-02-28T02:00:42.619370298Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.619373688Z 
web_1    | 2022-02-28T02:00:42.619376882Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.619381276Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.619384765Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.619388162Z 
web_1    | 2022-02-28T02:00:42.619391493Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.619394853Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.619398286Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.619401632Z 
web_1    | 2022-02-28T02:00:42.619404836Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.619408160Z 
web_1    | 2022-02-28T02:00:42.619411402Z [error] Could not create schema migrations table. This error usually happens due to the following:
web_1    | 2022-02-28T02:00:42.619414890Z 
web_1    | 2022-02-28T02:00:42.619418314Z   * The database does not exist
web_1    | 2022-02-28T02:00:42.619421596Z   * The "schema_migrations" table, which Ecto uses for managing
web_1    | 2022-02-28T02:00:42.619425020Z     migrations, was defined by another library
web_1    | 2022-02-28T02:00:42.619428393Z   * There is a deadlock while migrating (such as using concurrent
web_1    | 2022-02-28T02:00:42.619431758Z     indexes with a migration_lock)
web_1    | 2022-02-28T02:00:42.619435076Z 
web_1    | 2022-02-28T02:00:42.619438268Z To fix the first issue, run "mix ecto.create".
web_1    | 2022-02-28T02:00:42.619441647Z 
web_1    | 2022-02-28T02:00:42.619444920Z To address the second, you can run "mix ecto.drop" followed by
web_1    | 2022-02-28T02:00:42.619448335Z "mix ecto.create". Alternatively you may configure Ecto to use
web_1    | 2022-02-28T02:00:42.619451740Z another table and/or repository for managing migrations:
web_1    | 2022-02-28T02:00:42.619455122Z 
web_1    | 2022-02-28T02:00:42.619458317Z     config :my_scrobbles_bot, MyScrobblesBot.Repo,
web_1    | 2022-02-28T02:00:42.619461688Z       migration_source: "some_other_table_for_schema_migrations",
web_1    | 2022-02-28T02:00:42.619468775Z       migration_repo: AnotherRepoForSchemaMigrations
web_1    | 2022-02-28T02:00:42.619472256Z 
web_1    | 2022-02-28T02:00:42.619475475Z The full error report is shown below.
web_1    | 2022-02-28T02:00:42.619478806Z 
web_1    | 2022-02-28T02:00:42.619482009Z [info] POST /myscrobblesbot/webhooks
web_1    | 2022-02-28T02:00:42.619485328Z [info] POST /myscrobblesbot/webhooks
